"Method","Name","Error","Occurrences"
"GET","product_id","503 Server Error: Service Temporarily Unavailable for url: product_id",108713
"GET","product_id","400 Client Error:  for url: product_id",2
"GET","product_id","502 Server Error: Bad Gateway for url: product_id",6155
"GET","product_id","500 Server Error:  for url: product_id",3591
"GET","product_id","504 Server Error: Gateway Time-out for url: product_id",5472
