"Method","Name","Error","Occurrences"
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1923 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6912104ba8>: Failed to establish a new connection: [Errno 111] Connection refused',))",8
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/897 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69003cd7b8>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1290 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68fad07f98>: Failed to establish a new connection: [Errno 111] Connection refused',))",15
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/335 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68e7786240>: Failed to establish a new connection: [Errno 111] Connection refused',))",7
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1882 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6901d4a828>: Failed to establish a new connection: [Errno 111] Connection refused',))",9
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1760 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69108063c8>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/131 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6902c385f8>: Failed to establish a new connection: [Errno 111] Connection refused',))",9
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/439 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69035150f0>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/807 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69017acd30>: Failed to establish a new connection: [Errno 111] Connection refused',))",16
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/208 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69104fc2e8>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/261 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6910b0b160>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1891 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69031aaac8>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/491 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68e8d943c8>: Failed to establish a new connection: [Errno 111] Connection refused',))",5
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/964 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f690346c748>: Failed to establish a new connection: [Errno 111] Connection refused',))",8
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1000 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6910db6780>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1061 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6911ffb278>: Failed to establish a new connection: [Errno 111] Connection refused',))",6
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/947 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6903e74ef0>: Failed to establish a new connection: [Errno 111] Connection refused',))",13
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1729 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6902ada6a0>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1840 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6901b84668>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1799 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68eb7ef630>: Failed to establish a new connection: [Errno 111] Connection refused',))",8
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/442 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6901a07278>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/312 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f690292de48>: Failed to establish a new connection: [Errno 111] Connection refused',))",4
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1857 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68ebbab208>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/83 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68e9c42048>: Failed to establish a new connection: [Errno 111] Connection refused',))",9
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1311 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68f8d5ef98>: Failed to establish a new connection: [Errno 111] Connection refused',))",6
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/451 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69117f4cc0>: Failed to establish a new connection: [Errno 111] Connection refused',))",13
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/386 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69113dd470>: Failed to establish a new connection: [Errno 111] Connection refused',))",5
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/276 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f690106b550>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/752 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f690195d5c0>: Failed to establish a new connection: [Errno 111] Connection refused',))",8
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1438 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f691199f8d0>: Failed to establish a new connection: [Errno 111] Connection refused',))",7
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/776 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6903488e48>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1566 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68faeab668>: Failed to establish a new connection: [Errno 111] Connection refused',))",14
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/11 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6910c4af60>: Failed to establish a new connection: [Errno 111] Connection refused',))",12
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/364 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f691024f8d0>: Failed to establish a new connection: [Errno 111] Connection refused',))",12
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1323 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68fa23a7f0>: Failed to establish a new connection: [Errno 111] Connection refused',))",6
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/567 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6901879630>: Failed to establish a new connection: [Errno 111] Connection refused',))",6
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1295 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6901b753c8>: Failed to establish a new connection: [Errno 111] Connection refused',))",8
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1123 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6903996978>: Failed to establish a new connection: [Errno 111] Connection refused',))",16
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1089 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f690196b860>: Failed to establish a new connection: [Errno 111] Connection refused',))",5
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1469 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68e969cfd0>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1387 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69120b4c88>: Failed to establish a new connection: [Errno 111] Connection refused',))",7
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1782 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69025512b0>: Failed to establish a new connection: [Errno 111] Connection refused',))",5
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/633 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6903cf7860>: Failed to establish a new connection: [Errno 111] Connection refused',))",7
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/929 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68fa62cf60>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/449 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6910f95908>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/808 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6911fcbb70>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1903 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68f89f8550>: Failed to establish a new connection: [Errno 111] Connection refused',))",9
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1606 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6903dc47f0>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1244 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68eb154c88>: Failed to establish a new connection: [Errno 111] Connection refused',))",5
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1543 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f690006f7b8>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/999 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69006ae0f0>: Failed to establish a new connection: [Errno 111] Connection refused',))",13
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1567 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6911211dd8>: Failed to establish a new connection: [Errno 111] Connection refused',))",8
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/482 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69200355f8>: Failed to establish a new connection: [Errno 111] Connection refused',))",15
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1137 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6911757438>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1396 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68ea898c18>: Failed to establish a new connection: [Errno 111] Connection refused',))",12
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/565 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6903bcf240>: Failed to establish a new connection: [Errno 111] Connection refused',))",9
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1235 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68f8b80518>: Failed to establish a new connection: [Errno 111] Connection refused',))",6
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/31 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6902d44940>: Failed to establish a new connection: [Errno 111] Connection refused',))",6
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/265 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6910837518>: Failed to establish a new connection: [Errno 111] Connection refused',))",7
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1719 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f691126afd0>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1775 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68ea785160>: Failed to establish a new connection: [Errno 111] Connection refused',))",7
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/677 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f690334a438>: Failed to establish a new connection: [Errno 111] Connection refused',))",13
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/892 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6912473128>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1624 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6912181f28>: Failed to establish a new connection: [Errno 111] Connection refused',))",9
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1158 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f690004db00>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1007 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6912011748>: Failed to establish a new connection: [Errno 111] Connection refused',))",5
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1804 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68f86797b8>: Failed to establish a new connection: [Errno 111] Connection refused',))",9
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/796 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6902027908>: Failed to establish a new connection: [Errno 111] Connection refused',))",9
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/253 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f691198c7b8>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/275 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68f9d41e48>: Failed to establish a new connection: [Errno 111] Connection refused',))",15
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1674 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f690330f588>: Failed to establish a new connection: [Errno 111] Connection refused',))",8
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/829 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69122751d0>: Failed to establish a new connection: [Errno 111] Connection refused',))",18
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/404 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6911e04048>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/182 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69124e4710>: Failed to establish a new connection: [Errno 111] Connection refused',))",8
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1743 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68e803ce80>: Failed to establish a new connection: [Errno 111] Connection refused',))",15
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/193 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6901423518>: Failed to establish a new connection: [Errno 111] Connection refused',))",9
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/898 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68f8a07eb8>: Failed to establish a new connection: [Errno 111] Connection refused',))",14
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/137 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69105158d0>: Failed to establish a new connection: [Errno 111] Connection refused',))",7
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1510 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68f881ce10>: Failed to establish a new connection: [Errno 111] Connection refused',))",8
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/944 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69024f8ba8>: Failed to establish a new connection: [Errno 111] Connection refused',))",6
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/164 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6901a01400>: Failed to establish a new connection: [Errno 111] Connection refused',))",13
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/143 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69028f7438>: Failed to establish a new connection: [Errno 111] Connection refused',))",13
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1579 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69011802e8>: Failed to establish a new connection: [Errno 111] Connection refused',))",17
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/477 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6910cc0978>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1777 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f690253b080>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/391 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6912483d30>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1027 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68e6e34f60>: Failed to establish a new connection: [Errno 111] Connection refused',))",5
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/896 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6910dd0f98>: Failed to establish a new connection: [Errno 111] Connection refused',))",8
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1376 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68faeab3c8>: Failed to establish a new connection: [Errno 111] Connection refused',))",5
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1516 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69035a9860>: Failed to establish a new connection: [Errno 111] Connection refused',))",8
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/67 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6910163550>: Failed to establish a new connection: [Errno 111] Connection refused',))",7
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1191 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6901a65978>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1213 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6901bb1080>: Failed to establish a new connection: [Errno 111] Connection refused',))",10
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1458 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6902d31278>: Failed to establish a new connection: [Errno 111] Connection refused',))",6
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1805 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68ebc17550>: Failed to establish a new connection: [Errno 111] Connection refused',))",6
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/850 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69036b3ba8>: Failed to establish a new connection: [Errno 111] Connection refused',))",9
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1588 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68ea083470>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1766 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69030dd390>: Failed to establish a new connection: [Errno 111] Connection refused',))",9
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1952 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68e66eb470>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1327 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68faa5c5f8>: Failed to establish a new connection: [Errno 111] Connection refused',))",13
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/839 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69032fb940>: Failed to establish a new connection: [Errno 111] Connection refused',))",13
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1328 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6902fa1e10>: Failed to establish a new connection: [Errno 111] Connection refused',))",6
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/654 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6900233978>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/279 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6910d93048>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1998 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6901d83978>: Failed to establish a new connection: [Errno 111] Connection refused',))",6
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/252 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6910eb7eb8>: Failed to establish a new connection: [Errno 111] Connection refused',))",12
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/621 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68eb47b7b8>: Failed to establish a new connection: [Errno 111] Connection refused',))",7
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1833 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f69102499b0>: Failed to establish a new connection: [Errno 111] Connection refused',))",4
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/967 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68f8736f60>: Failed to establish a new connection: [Errno 111] Connection refused',))",12
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/45 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68ea697b38>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/664 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f68faeb03c8>: Failed to establish a new connection: [Errno 111] Connection refused',))",11
"GET","product_id","HTTPConnectionPool(host='arch.homework', port=80): Max retries exceeded with url: /otusapp/products/1680 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f691180b4e0>: Failed to establish a new connection: [Errno 111] Connection refused',))",3
