"Method","Name","Error","Occurrences"
"GET","product_id","503 Server Error: Service Temporarily Unavailable for url: product_id",44835
"GET","product_id","500 Server Error:  for url: product_id",743
"GET","product_id","504 Server Error: Gateway Time-out for url: product_id",1081
